est_prsnl_inc_third_quartile_pr100, slct_gov_pnsn_alw_pnsn_dva_num, est_p_inc_tot_own_unincorporated_bsns_inc_aud, est_prsnl_inc_lo_quartile_pr100, lga_code17, gross_capital_gains_rep_taxpayers_med_aud, tot_p_inc_wkly_p_ov_15_yrs_p_earn_aud1_499wk_pr100, est_p_inc_tot_inc_earners_excl_gov_pnsn_alw_med_age_yrs, slct_gov_pnsn_alw_fam_tax_bft_b_num, equiv_tot_hsld_inc_fam_lone_p_grp_hslds_med_wkly_aud, slct_gov_pnsn_alw_newstart_alw_num, est_p_inc_investment_inc_earners_med_age_yrs, est_p_inc_tot_investment_inc_aud, slct_gov_pnsn_alw_age_pnsn_dva_num, gross_capital_gains_rep_taxpayers_p_num, est_p_inc_avg_tot_inc_excl_gov_pnsn_aud, slct_gov_pnsn_alw_carer_payment_num, est_prsnl_inc_second_quartile_pr100, est_p_inc_tot_inc_excl_gov_pnsn_aud, est_p_inc_super_annuity_inc_earners_num, est_prsnl_inc_p20_p50_ratio, est_p_inc_investment_inc_asmnsrc_inc_pr100, tot_p_inc_wkly_p_ov_15_yrs_p_earn_aud1000_1999wk_pr100, est_prsnl_inc_gini_coefficient_num, ogc_fid, est_p_inc_avg_investment_inc_aud, est_p_inc_med_emply_inc_aud, est_p_inc_avg_super_annuity_inc_aud, slct_gov_pnsn_alw_fam_tax_bft_num, lga_name17, est_p_inc_tot_super_annuity_inc_aud, gross_capital_gains_rep_taxpayers_avg_aud, slct_gov_pnsn_alw_yth_alw_full_time_studts_apprentices_num, slct_gov_pnsn_alw_dsblty_supp_pnsn_num, est_p_inc_own_unincorporated_bsns_inc_asmnsrc_inc_pr100, slct_gov_pnsn_alw_prnting_payment_prtred_num, tot_p_inc_wkly_p_ov_15_yrs_p_earn_nil_inc_pr100, est_prsnl_inc_p80_p50_ratio, est_prsnl_inc_inc_share_top_5_pr100_earners_pr100, est_prsnl_inc_inc_share_top_10_pr100_earners_pr100, est_prsnl_inc_p80_p20_ratio, est_p_inc_tot_inc_earners_excl_gov_pnsn_num, est_prsnl_inc_inc_share_top_1_pr100_earners_pr100, slct_gov_pnsn_alw_age_pnsn_centrelink_num, est_prsnl_inc_p10_p50_ratio, tot_p_inc_wkly_p_ov_15_yrs_p_earn_aud3000_plswk_pr100, est_p_inc_super_annuity_inc_earners_med_age_yrs, est_p_inc_super_annuity_inc_asmnsrc_inc_pr100, est_p_inc_avg_own_unincorporated_bsns_inc_aud, est_p_inc_own_unincorporated_bsns_inc_earners_num, tot_p_inc_wkly_p_ov_15_yrs_p_negative_inc_pr100, slct_gov_pnsn_alw_inc_supp_supplement_dva_num, gross_capital_gains_rep_taxpayers_amount_audm, slct_gov_pnsn_alw_prnting_payment_single_num, slct_gov_pnsn_alw_yth_alw_oth_num, est_p_inc_med_investment_inc_aud, est_p_inc_emply_inc_earners_med_age_yrs, est_p_inc_med_tot_inc_excl_gov_pnsn_aud, est_p_inc_tot_emply_inc_aud, est_p_inc_emply_inc_asmnsrc_inc_pr100, est_p_inc_investment_inc_earners_num, est_p_inc_own_unincorporated_bsns_inc_earners_med_age_yrs, tot_p_inc_wkly_p_ov_15_yrs_p_earn_aud500_999wk_pr100, est_p_inc_med_super_annuity_inc_aud, yr, tot_p_inc_wkly_p_ov_15_yrs_p_earn_aud2000_2999wk_pr100, est_prsnl_inc_hi_quartile_pr100, est_p_inc_med_own_unincorporated_bsns_inc_aud, est_p_inc_emply_inc_earners_num, est_p_inc_avg_emply_inc_aud
28.8,591,124928545,23.6,"44060",1500,31.1,42,4311,809,3042,45,161056566,21,3018,53838,851,26.6,2702631693,2670,0.4,11.2,23.7,0.411,2219,4525,49208,28879,5365,"Marion (C)",77107901,22034,1549,3726,6.5,null,8.1,1.71,16.3,26.7,4.25,50199,5.3,11414,0.18,1.2,64,3.4,21217,5888,0.4,272,66.5,743,329,188,39,47561,2447304228,78.2,35590,45,25.4,24716,2016,3.8,21.1,12170,45129,54229
25.7,87,16809105,32.5,"44210",2436,40.6,50,478,579,454,52,12862396,null,233,42155,149,29.8,166342174,204,0.32,14.1,13.6,0.465,2226,4660,37969,28849,591,"Mid Murray (DC)",5885217,36404,35,563,13.7,null,6.0,1.8,17.8,29.0,5.62,3946,5.6,1594,0.1,0.9,59,3.4,16085,1045,0.5,26,8.5,102,32,248,45,36681,139814607,68.0,2760,53,24.2,20674,2016,1.6,12.0,8234,3259,42901
27.7,24,40610093,28.1,"45090",1430,29.1,45,475,754,283,49,44730838,null,480,49310,51,29.1,266963369,127,0.36,15.8,20.8,0.476,2268,11664,38161,22269,616,"Naracoorte and Lucindale (DC)",2828189,31735,25,193,16.1,null,6.0,1.74,21.1,31.9,4.78,5414,7.5,953,0.13,1.7,59,1.1,24702,1644,0.7,24,15.2,68,23,416,39,41441,186633301,66.7,3835,54,32.1,14523,2016,2.3,15.2,12904,4496,41511
21.1,4,8885753,26.1,"45400",1396,39.4,52,32,644,19,53,2278673,null,42,53829,10,28.8,25568710,20,0.38,13.5,17.5,0.455,2296,5783,32728,27544,48,"Orroroo/Carrieton (DC)",550888,2580,null,32,28.8,null,3.9,2.01,16.3,28.8,5.31,475,null,144,0.16,1.1,null,null,41522,214,0.5,4,0.1,null,null,883,46,42559,14705877,54.3,394,54,23.1,null,2016,3.6,24.0,22716,366,40180
25.6,142,21384480,26.5,"46450",2076,41.3,45,1223,605,1092,48,29671717,null,386,52501,370,26.5,404416325,315,0.36,11.2,17.1,0.441,2338,6019,44457,23598,1436,"Port Pirie City and Dists (M)",7433430,11415,79,1364,6.8,null,6.4,1.83,17.3,28.0,5.03,7703,5.9,2981,0.14,1.2,59,2.5,21131,1012,0.4,73,4.4,269,221,184,42,44777,361877030,79.2,4930,52,22.3,15880,2016,2.6,21.5,9604,7176,50429
24.6,35,18355346,28.3,"45120",1314,36.6,49,208,660,158,51,15079312,4,249,50278,70,27.9,115136283,71,0.35,14.3,18.6,0.49,2275,8443,39093,31327,284,"Northern Areas (DC)",2224183,20407,11,231,17.2,null,5.6,1.87,19.5,30.9,5.41,2290,6.1,712,0.1,1.4,59,1.7,25076,732,0.8,13,5.1,35,17,357,43,41486,83111906,66.2,1786,54,25.1,14637,2016,3.0,19.3,11905,1832,45367
23.6,165,149487845,24.7,"45290",2316,28.4,44,1104,899,879,46,250322851,7,2427,69866,164,22.6,1535378125,1208,0.36,19.2,23.2,0.509,2282,14245,50255,36323,1350,"Norwood Payneham St Peters (C)",43878122,40372,522,1059,8.0,null,9.2,1.95,24.9,36.5,5.46,21976,10.0,4475,0.15,4.8,67,3.6,42919,3483,0.4,101,98.0,166,73,619,39,50600,1155494160,68.5,17573,49,21.5,31428,2016,6.0,29.2,13631,18329,63042
19.4,24,4266437,34.1,"45540",2065,49.6,50,136,480,176,55,1356237,null,39,42283,54,33.6,29090932,63,0.34,9.5,8.6,0.487,2303,3014,29331,28517,154,"Peterborough (DC)",1796547,35902,null,227,12.5,null,6.4,1.88,20.1,32.4,5.59,688,6.4,360,0.13,0.8,65,6.8,28255,151,0.2,9,1.4,38,14,234,44,33187,22989183,70.9,450,55,21.6,26319,2016,1.0,13.0,11476,615,37381
28.9,807,143541465,24.2,"45890",2026,33.5,40,7917,724,6235,42,159306184,14,2835,51923,1745,27.6,3211498451,2354,0.41,9.4,20.4,0.411,2317,3959,47219,26990,9465,"Port Adelaide Enfield (C)",63533389,22304,1839,6755,7.2,null,9.1,1.71,16.4,26.7,4.17,61851,5.4,14609,0.19,1.0,60,2.2,18553,7737,0.6,333,63.2,1468,691,147,38,46063,2993488719,80.7,40241,42,24.3,20613,2016,2.8,19.2,11707,57858,51739
31.7,539,77704885,24.3,"45680",2109,37.2,39,9251,628,6430,42,53933218,9,879,46780,2012,31.2,1801264788,1592,0.43,6.1,16.6,0.379,2310,2736,44138,23459,10669,"Playford (C)",37346564,18070,1249,5992,6.8,null,8.0,1.58,14.6,24.6,3.66,38505,4.3,8629,0.21,0.6,57,2.5,18684,4159,0.6,103,15.9,2792,1048,58,37,43852,1710416976,84.2,19711,45,26.9,15948,2016,1.4,12.9,13176,37110,46090
25.8,81,48874137,22.0,"46510",1667,26.1,42,690,992,513,44,102543387,null,1054,65832,127,23.3,818620553,553,0.39,14.5,26.4,0.457,2345,10725,52321,33746,880,"Prospect (C)",18661401,34708,314,565,7.2,null,8.0,1.85,20.4,31.5,4.74,12435,7.5,1856,0.18,3.6,63,2.6,27198,1797,0.5,37,36.6,86,54,362,39,52491,688119431,75.1,9561,46,22.8,29279,2016,6.4,29.0,11208,11127,61842
18.0,null,1469433,15.7,"46970",1983,10.5,36,97,1632,39,37,-2348230,null,104,86883,7,15.3,202089518,34,0.36,3.7,29.0,0.386,2366,-1374,85386,22572,113,"Roxby Downs (M)",767461,12204,null,16,1.5,null,7.8,1.67,13.1,23.0,4.61,2326,3.5,null,0.17,7.5,57,0.4,12144,121,0.4,null,1.3,18,8,22,36,82195,215419929,94.1,1709,38,12.7,10588,2016,21.4,51.1,1864,2409,89423
31.9,895,155211539,23.8,"47140",1983,35.1,40,11378,695,7728,43,119650489,19,1981,48079,2367,30.1,3251417642,2506,0.43,7.7,18.6,0.383,2373,3057,46185,24908,13633,"Salisbury (C)",62418701,16089,2103,6709,7.5,null,9.3,1.58,14.9,24.9,3.68,67627,4.6,15662,0.2,0.6,59,2.3,19368,8014,0.6,179,31.9,2446,1084,94,38,44844,3045490653,82.0,39140,44,27.3,18283,2016,1.9,14.2,13236,63009,48334
25.0,90,26218774,30.4,"46670",2334,35.0,44,603,661,528,48,18101873,null,283,44747,150,32.4,224673886,137,0.35,11.1,15.8,0.457,2352,5625,34792,29620,796,"Renmark Paringa (DC)",4057998,18519,38,458,10.5,null,6.1,1.67,20.1,30.9,4.74,5021,7.8,1451,0.13,1.6,60,1.6,23966,1094,0.4,41,5.2,123,52,173,37,38748,186848344,76.5,3218,52,28.6,16831,2016,1.8,12.2,7752,4865,38407
21.1,10,8656025,32.1,"46860",6902,31.1,49,54,718,36,52,10298642,null,97,51392,8,29.8,42963373,29,0.36,22.5,21.2,0.55,2359,16347,32178,27155,76,"Robe (DC)",787500,82897,null,33,20.0,null,3.7,1.99,25.7,38.7,5.52,836,8.7,172,0.12,1.2,60,1.9,27479,315,0.9,6,8.0,7,null,781,41,36141,23799453,54.9,630,53,28.0,23254,2016,3.8,17.1,9283,601,39600
24.8,14,11997832,32.2,"47290",2354,33.1,44,82,733,71,49,7071880,null,84,46242,25,29.9,51005082,21,0.35,12.9,20.0,0.5,2380,8520,32885,16575,127,"Southern Mallee (DC)",348069,26005,null,81,20.6,null,4.4,1.83,22.9,33.7,5.15,1103,10.5,288,0.13,1.3,64,1.0,29845,402,1.0,8,2.2,13,null,380,38,36454,34554132,64.9,830,52,27.4,7671,2016,2.4,13.0,15051,910,37972
23.7,11,13174321,28.6,"47490",1433,33.3,48,93,695,83,51,9665675,null,80,49119,23,30.5,62136093,26,0.36,18.1,19.5,0.495,2387,9996,34843,17337,129,"Streaky Bay (DC)",450764,18270,null,62,20.5,null,5.1,1.93,21.1,32.8,5.33,1265,6.4,255,0.11,1.7,60,1.1,30853,427,0.7,null,1.5,9,null,718,43,38189,39893115,59.9,967,52,27.2,12741,2016,2.7,17.1,15345,957,41686
26.3,32,19672647,30.1,"47630",1088,28.6,45,325,754,131,47,26631234,null,361,43329,40,31.3,177343888,74,0.33,16.6,18.3,0.516,2394,9067,39100,20306,489,"Tatiara (DC)",1502612,19110,14,147,14.9,null,5.2,1.65,20.9,31.9,5.08,4093,7.3,716,0.09,1.2,59,0.9,15250,1290,1.4,18,6.9,44,19,414,39,39357,134650436,67.1,2937,51,32.7,12298,2016,1.8,12.2,6776,3293,40890
29.5,694,141685126,22.8,"47700",1560,30.5,44,5075,846,2706,47,188043867,16,3218,54210,799,26.7,3073933292,3021,0.41,11.5,24.9,0.406,2401,4756,50166,30747,6511,"Tea Tree Gully (C)",92886849,19832,921,2739,6.5,null,7.9,1.7,16.1,26.4,4.11,56704,5.2,13487,0.18,1.1,64,3.5,22253,6367,0.3,198,63.8,869,368,180,41,48126,2756533043,77.9,39536,46,26.0,26548,2016,4.0,21.1,12812,50336,54763
24.5,35,17800296,33.7,"47800",1798,38.7,49,364,587,254,52,13428648,null,178,41459,93,30.7,107586792,88,0.29,16.6,14.2,0.497,2408,7034,36400,23524,460,"The Coorong (DC)",2070138,25172,20,288,18.4,null,5.8,1.75,19.5,31.0,5.96,2595,6.1,860,0.08,1.4,60,2.2,21166,841,1.1,16,4.5,75,25,384,42,36701,79530448,62.1,1909,53,28.4,20509,2016,1.5,11.2,10658,2029,39197
23.1,19,16000601,31.9,"47910",2133,34.7,49,114,654,68,52,9560215,null,115,49624,44,25.8,64312350,62,0.29,20.7,18.7,0.488,2415,9503,38444,24247,153,"Tumby Bay (DC)",1503340,79687,8,95,21.7,null,5.3,1.97,19.1,31.1,6.81,1296,5.2,494,0.09,2.1,59,2.7,35089,456,0.6,8,9.2,21,10,767,44,39818,39377064,54.0,1006,53,26.7,20106,2016,2.1,19.2,19166,864,45575
21.8,188,190103937,22.7,"47980",2650,24.6,46,944,1087,691,48,385700567,11,3005,80068,121,21.0,1916512063,1483,0.36,21.3,24.6,0.523,2422,19602,53173,38953,1179,"Unley (C)",57766778,42581,548,830,7.7,null,8.4,2.01,26.0,37.8,5.67,23936,10.3,3710,0.15,6.9,67,3.9,49250,3860,0.4,147,128.0,120,57,912,41,55452,1346464808,66.3,19677,50,20.5,32586,2016,7.6,34.5,13966,19581,68764
19.3,261,26146616,36.3,"48050",1794,42.9,54,770,584,559,58,47526629,9,661,41893,228,31.3,296855345,631,0.3,24.6,12.6,0.498,2429,8924,35266,31413,988,"Victor Harbor (C)",19821625,19145,52,806,11.3,null,5.0,1.93,20.8,32.9,6.55,7086,7.2,4340,0.08,1.0,69,6.7,18851,1387,0.4,76,12.7,157,67,476,44,33160,210411866,55.8,5326,54,27.6,28019,2016,1.7,13.1,11432,4920,42767
25.9,47,23670008,28.7,"48130",1465,34.5,46,445,657,285,49,12801366,null,206,47098,138,29.7,144496233,125,0.37,12.2,17.4,0.446,2436,6245,38478,24047,555,"Wakefield (DC)",3005873,22303,22,391,15.5,null,7.1,1.76,17.6,28.8,4.71,3068,5.3,906,0.15,1.1,60,2.4,30346,780,0.9,23,4.6,97,35,287,41,40713,110300696,69.3,2050,52,28.3,13720,2016,2.0,15.7,17679,2563,43036
19.2,5,1482610,20.0,"51960",1216,21.6,41,220,1083,211,43,844329,null,44,76442,28,17.7,130715101,42,0.35,4.3,19.5,0.414,2443,865,65319,24076,241,"Coolgardie (S)",1011185,3135,null,103,3.6,null,11.8,1.99,13.3,23.9,5.62,1710,3.4,198,0.17,3.2,55,1.2,12054,123,0.9,null,0.1,79,27,28,40,64132,135519165,90.6,976,49,14.7,10345,2016,12.9,43.1,5630,1762,76912
27.3,345,90497360,25.1,"48410",1886,30.8,41,2428,797,1891,43,174981710,19,2190,54438,461,26.6,1789591460,1481,0.39,13.5,22.3,0.435,2471,7289,47105,29179,3054,"West Torrens (C)",43214616,21201,959,2012,7.0,null,9.0,1.76,18.4,29.0,4.49,32874,6.6,7652,0.17,1.6,67,2.9,20600,4393,0.5,214,46.4,319,187,273,37,46193,1565203255,76.1,24007,43,25.3,24541,2016,3.9,21.0,10427,29521,53020
22.5,97,8554843,22.8,"48540",1251,36.7,43,1570,664,1586,47,19338516,null,396,61522,441,23.0,605686345,388,0.37,8.0,19.5,0.419,2478,3313,54007,22974,1727,"Whyalla (C)",8913941,13325,102,1314,3.5,null,8.1,1.85,15.2,25.8,5.02,9845,4.3,2978,0.17,1.6,56,2.2,12768,670,0.5,24,5.3,514,252,105,41,52980,600313950,86.0,5838,49,19.4,10000,2016,4.4,31.7,5473,9742,61621
18.2,11,6164108,33.1,"52030",5374,34.7,53,36,640,49,56,5156122,null,53,56210,18,22.5,31309243,null,0.24,23.2,21.2,0.613,2450,12104,47364,null,45,"Coorow (S)",null,42838,null,44,19.6,null,8.3,2.23,22.9,37.0,9.35,557,6.0,156,0.05,2.7,null,null,32105,192,0.7,null,2.3,9,null,1306,48,41731,20506455,53.6,426,56,19.4,null,2016,4.8,26.3,14313,362,56648
21.7,23,6775826,32.0,"50560",1478,34.8,54,79,632,57,56,19955230,null,92,65212,33,23.8,58299899,26,0.31,22.6,17.5,0.634,2562,30098,41990,18954,90,"Beverley (S)",492801,12877,null,101,17.5,null,6.2,2.17,34.6,46.1,7.07,894,21.0,298,0.1,1.6,59,1.9,20658,328,0.6,null,1.2,18,5,714,47,39895,33873323,56.9,663,57,22.2,12933,2016,3.3,22.6,9978,640,52927
20.0,171,48991920,35.2,"48830",1460,42.0,53,471,583,504,55,40171358,null,452,46190,211,27.0,238664353,300,0.26,21.8,15.5,0.542,2499,9815,35279,25941,630,"Yorke Peninsula (DC)",7782268,16894,28,607,19.7,null,5.5,2.11,21.4,34.2,8.0,5167,6.4,2587,0.07,1.2,60,3.8,27601,1775,0.6,55,7.6,77,44,772,46,35788,147971789,54.2,4093,55,24.9,18402,2016,2.0,17.7,14325,3503,42241
19.2,47,58797338,22.5,"48260",2943,24.6,49,160,1104,142,51,148909235,null,779,100858,26,19.5,473327427,332,0.33,30.0,22.9,0.591,2457,37471,53253,41573,193,"Walkerville (M)",13802153,66270,102,175,7.2,null,9.4,2.1,33.6,45.6,6.42,4693,14.7,743,0.13,8.8,68,4.3,78817,746,0.5,22,51.6,21,12,2250,42,60198,261916556,57.3,3974,52,18.7,31760,2016,8.1,38.8,18695,3518,74450
23.2,16,12180817,24.2,"49399",2270,24.8,46,254,674,329,48,3853701,null,66,61906,59,26.7,70573135,40,0.38,7.3,22.3,0.469,2506,5005,42144,23678,309,"Unincorporated SA",947111,18596,6,213,13.7,null,3.9,2.04,20.0,31.6,5.42,1140,5.5,476,0.19,3.2,53,1.8,44948,271,0.1,5,1.2,62,30,160,45,47117,58117001,77.1,770,49,17.4,9497,2016,6.8,26.0,18036,1099,52882
23.7,258,102905754,27.6,"50080",2952,31.1,47,2101,760,1193,50,154719036,8,1515,53848,360,26.9,1167535431,582,0.36,17.4,20.3,0.469,2513,9936,43270,23696,2564,"Albany (C)",13791258,39374,155,1475,10.2,null,6.6,1.92,19.4,30.7,5.27,21682,6.9,4935,0.15,1.8,60,1.5,23843,4316,0.5,94,59.7,459,165,312,41,43350,930711779,70.2,15571,54,25.4,17600,2016,3.8,21.9,10186,18226,51065
24.4,67,61997006,27.5,"48340",2313,35.5,47,665,667,524,51,35673447,null,372,55009,154,26.6,333132300,234,0.36,11.7,17.8,0.478,2464,8763,40300,24168,861,"Wattle Range (DC)",5655352,29579,66,545,15.1,null,6.3,1.88,20.9,32.4,5.2,6056,7.5,1642,0.14,1.5,59,2.0,39263,1579,0.6,41,11.0,130,43,297,43,43626,242098387,70.8,4071,54,25.6,16302,2016,2.9,21.4,14409,5250,46114
28.0,358,118624906,21.3,"50210",2702,25.7,38,5521,896,3227,41,119361903,5,1396,61488,586,23.7,2770567089,991,0.4,8.3,25.3,0.422,2520,4212,53435,24347,6338,"Armadale (C)",24127623,26627,450,1946,6.3,null,10.4,1.75,17.1,28.0,4.34,45059,5.4,6374,0.19,2.2,58,1.2,22290,5322,0.6,77,37.2,1321,511,66,36,52567,2625183962,83.4,28341,42,22.4,15963,2016,5.3,26.9,11803,42703,61475
25.3,null,15516623,25.3,"48640",1240,31.8,44,53,738,22,45,6269493,null,51,60562,null,23.7,39546693,null,0.35,15.1,24.2,0.497,2485,11829,36425,null,74,"Wudinna (DC)",null,22248,null,24,31.3,null,3.7,1.91,19.1,32.2,5.41,653,4.7,136,0.14,2.3,null,null,54065,287,0.8,4,1.1,8,null,786,37,48824,18674298,52.2,530,48,24.9,null,2016,2.9,25.6,39540,463,40333
13.7,null,4404040,14.5,"50250",3630,5.1,38,136,1721,137,38,-4385689,null,179,100025,8,14.0,363689634,30,0.33,3.9,17.7,0.388,2527,-1575,102306,21452,152,"Ashburton (S)",643566,20164,null,42,2.5,null,4.0,1.49,14.0,23.4,4.47,3636,4.7,45,0.14,26.4,57,0.3,17136,257,0.3,null,3.6,33,12,12,38,100665,388322125,93.1,2785,40,4.6,13978,2016,22.3,57.9,3909,3868,100394
21.7,63,51351283,30.2,"50280",3636,27.8,43,844,808,447,46,53824663,null,579,51542,59,28.7,489596975,230,0.37,14.6,21.6,0.495,2534,7979,35958,25225,1069,"Augusta-Margaret River (S)",5801681,30641,25,306,14.8,null,6.2,2.03,21.0,33.2,5.46,9499,6.8,1168,0.16,2.7,60,1.3,19140,2683,0.6,19,17.7,157,20,230,38,38719,398728971,68.2,6746,48,26.8,16447,2016,4.3,19.4,10126,8125,49074
26.1,85,30957304,21.0,"50350",2034,26.5,41,763,953,503,44,34911181,null,411,65154,83,22.4,593353189,228,0.39,9.9,25.9,0.432,2541,5578,55771,26797,878,"Bassendean (T)",6109681,22619,112,495,7.0,null,8.5,1.79,18.2,28.8,4.55,9107,6.6,1681,0.19,2.6,60,1.4,25841,1198,0.5,38,9.3,193,61,165,39,54718,559359198,81.1,6259,44,21.0,17720,2016,6.8,30.5,12370,8718,64161
25.3,400,97441589,22.7,"50420",2633,25.5,39,2729,961,2038,42,182072655,7,2194,63005,391,23.4,2628966335,1033,0.38,11.3,25.2,0.452,2548,6151,53805,23955,3242,"Bayswater (C)",24745805,24449,562,1477,7.2,null,9.0,1.85,18.6,29.7,4.81,41726,6.3,7125,0.18,3.0,60,1.4,16829,5790,0.6,123,53.6,469,209,206,36,51926,2465049237,79.5,29599,43,21.5,18508,2016,6.6,28.6,11041,38772,63578
26.9,250,59407568,22.4,"50490",2788,24.5,36,1969,918,1521,38,56529002,8,918,61716,282,24.0,1476559298,487,0.39,7.7,23.8,0.436,2555,3620,52446,20815,2241,"Belmont (C)",10136705,41423,319,1093,6.7,null,8.8,1.8,17.8,29.0,4.59,23925,5.7,3792,0.19,2.3,59,1.1,19652,3023,0.7,75,38.0,434,191,108,34,51466,1440370565,83.9,15615,38,21.6,14327,2016,5.7,26.8,11119,23325,61752
22.3,77,12061188,35.5,"48750",3433,39.9,53,247,616,238,56,14136265,null,187,42787,61,29.1,106324499,187,0.3,18.3,15.0,0.489,2492,7793,39044,28814,327,"Yankalilla (DC)",5388130,37821,12,298,15.4,null,5.3,1.85,19.8,31.3,6.1,2485,7.2,1047,0.11,1.3,62,4.9,17763,679,0.7,13,7.1,46,14,387,45,35487,78050180,60.0,1814,55,26.6,26752,2016,2.0,13.1,10152,1769,44121
17.8,9,2961052,20.7,"50630",2498,21.9,45,84,1082,51,46,3646038,null,48,76558,15,19.3,77706434,null,0.34,12.7,22.5,0.453,2569,4747,74796,null,95,"Boddington (S)",null,22091,null,51,7.4,null,10.9,1.89,17.1,28.1,5.56,1015,5.1,131,0.13,5.0,null,null,18507,160,0.6,null,1.1,22,10,95,43,65042,76692238,79.3,768,54,15.7,null,2016,12.8,42.2,5891,913,84000
21.0,14,16454814,31.0,"50770",3453,29.7,50,85,704,47,53,7384288,null,100,55313,14,24.4,56861900,31,0.3,16.7,20.8,0.527,2576,9565,38220,23908,111,"Boyup Brook (S)",741155,40364,null,55,26.9,null,7.9,2.11,21.7,34.3,7.09,1028,7.6,187,0.09,2.0,58,1.3,33042,498,0.8,null,4.0,15,null,749,43,41153,33719324,54.4,772,54,23.8,15457,2016,4.5,23.7,13762,676,49881
18.5,48,9643242,32.8,"50840",2868,36.2,51,227,683,167,54,18082846,null,163,55635,33,24.4,142925971,119,0.3,16.1,16.9,0.53,2583,9665,43170,27261,288,"Bridgetown-Greenbushes (S)",3244097,32438,null,175,13.7,null,7.3,2.32,22.8,34.7,7.76,2569,10.1,744,0.11,1.3,59,2.6,12875,749,0.6,13,5.3,44,null,398,46,39080,116233570,65.9,1871,54,22.6,17102,2016,5.3,24.3,5619,2033,57173
21.6,4,6802892,31.5,"50910",550,27.7,50,68,774,49,53,6598796,null,70,54890,13,22.5,29475670,null,0.28,22.3,19.8,0.507,2590,16415,37390,null,76,"Brookton (S)",null,17149,null,42,21.4,null,5.6,2.08,19.2,31.7,7.33,537,4.5,135,0.1,3.1,null,null,32864,207,null,null,1.2,20,7,2134,44,44087,17352247,55.5,402,55,24.0,null,2016,3.4,24.4,17297,381,45544
25.9,17,28334450,20.0,"50980",2698,20.0,38,1170,1116,916,41,32662878,null,254,66009,137,22.3,561608806,145,0.4,7.0,27.7,0.42,2597,6073,50000,34399,1297,"Broome (S)",4987786,26246,18,902,6.2,null,5.9,1.79,17.1,27.6,4.44,8508,5.9,587,0.21,2.9,58,0.7,24575,1153,0.6,null,6.7,430,140,74,36,56276,539411354,85.8,5378,44,19.5,16598,2016,7.5,31.9,10891,9197,58651
23.1,257,73866387,24.7,"51190",2868,29.7,44,2072,789,1600,48,115478327,4,1011,62280,327,25.1,1142524390,593,0.38,13.1,20.3,0.473,2618,9382,47115,24056,2320,"Bunbury (C)",14265388,31190,120,1273,7.0,null,7.2,1.99,20.5,31.9,5.29,18345,7.7,4150,0.16,2.7,58,1.8,29300,2521,0.5,95,31.5,649,258,187,40,47926,990663917,77.4,12308,48,24.0,14674,2016,5.0,27.0,11858,16832,58856
22.1,292,122970644,27.6,"51260",3082,28.3,45,1916,805,1151,48,183382236,null,1790,57383,219,27.2,1277010232,635,0.37,18.3,20.9,0.492,2625,11257,41033,25566,2416,"Busselton (C)",16234621,34395,105,913,11.3,null,7.1,2.05,21.2,33.3,5.52,22254,7.2,4660,0.15,2.8,59,1.5,25576,4808,0.4,103,61.6,426,156,286,40,42695,985895050,67.8,16291,48,25.7,18848,2016,4.8,23.1,12445,18204,54158
25.0,null,9353308,29.0,"51080",1961,29.7,46,91,747,49,47,2921055,null,48,50929,22,23.4,26839563,null,0.3,16.4,17.9,0.493,2604,7266,36794,null,106,"Broomehill-Tambellup (S)",null,22987,null,55,29.0,null,4.4,1.88,17.4,29.1,6.28,527,4.9,89,0.08,3.2,null,null,38650,242,0.3,null,1.1,25,6,465,39,45023,15849187,53.5,402,50,24.8,null,2016,4.1,22.7,25773,376,42152
17.3,101,199691075,20.6,"51310",4648,20.1,46,326,1515,222,48,411325308,4,2599,113350,28,18.0,2003919220,692,0.32,25.9,22.8,0.572,2632,27506,62589,35210,382,"Cambridge (T)",24364975,59328,180,191,7.0,null,9.3,2.36,29.3,42.4,7.41,17679,11.2,1620,0.14,14.7,65,2.1,74959,2664,0.3,54,154.2,40,18,1938,41,68275,1424426829,63.7,14954,49,15.7,27637,2016,9.9,44.1,16427,14411,98843
23.5,381,139662653,27.3,"51330",2301,26.8,40,3818,904,2220,43,199819931,11,3119,59329,414,23.5,3300934885,1340,0.35,12.3,22.5,0.476,2639,5015,48178,25953,4667,"Canning (C)",34776776,26010,1103,1581,6.2,null,14.0,1.96,19.8,31.5,5.66,55638,6.7,8086,0.15,2.8,60,1.4,20771,6724,0.7,136,81.1,582,230,199,36,46688,3075708325,79.3,39848,43,20.9,19250,2016,5.6,25.6,10172,51629,59573
22.8,16,11719002,25.9,"51120",1004,30.6,49,39,780,29,50,5474036,null,58,68106,null,19.6,34665782,null,0.28,20.2,21.4,0.497,2611,13254,42247,null,48,"Bruce Rock (S)",null,6634,null,36,23.8,null,6.0,2.04,18.9,31.9,7.21,509,4.7,114,0.09,4.5,null,null,60097,195,0.8,null,0.4,9,null,1779,43,53118,18666096,54.6,413,53,22.3,null,2016,5.0,31.6,31133,382,48864
